103.21.244.109:2053#CF优选IP 363ms
104.16.188.36:8443#CF优选IP 413ms
104.16.19.203:2096#CF优选IP 84ms
104.16.193.159:8443#CF优选IP 355ms
104.16.199.107:2083#CF优选IP 377ms
104.16.201.226:2096#CF优选IP 196ms
104.16.212.37:2096#CF优选IP 268ms
104.16.228.168:2096#CF优选IP 472ms
104.16.229.195:2087#CF优选IP 444ms
104.16.232.4:2083#CF优选IP 246ms
104.16.24.78:443#US 官方优选 261ms
104.16.247.47:443#US 官方优选 217ms
104.16.31.104:2053#CF优选IP 382ms
104.16.38.211:2083#CF优选IP 469ms
104.16.39.61:2096#CF优选IP 388ms
104.16.42.227:2087#CF优选IP 449ms
104.16.56.15:2096#CF优选IP 176ms
104.16.56.254:8443#CF优选IP 403ms
104.16.6.65:2096#CF优选IP 177ms
104.16.80.46:8443#CF优选IP 234ms
104.16.80.52:2083#CF优选IP 464ms
104.16.81.53:2083#CF优选IP 173ms
104.16.85.70:2096#CF优选IP 450ms
104.16.88.218:8443#CF优选IP 408ms
104.17.102.156:2096#CF优选IP 369ms
104.17.106.129:2083#CF优选IP 417ms
104.17.11.190:2083#CF优选IP 246ms
104.17.141.158:2083#CF优选IP 407ms
104.17.146.36:2083#CF优选IP 194ms
104.17.151.123:2087#CF优选IP 157ms
104.17.151.171:2083#CF优选IP 469ms
104.17.153.226:443#US 官方优选 227ms
104.17.157.31:2087#CF优选IP 228ms
104.17.164.114:2087#CF优选IP 247ms
104.17.171.63:2087#CF优选IP 421ms
104.17.172.238:443#US 官方优选 226ms
104.17.17.84:2096#CF优选IP 417ms
104.17.185.135:2096#CF优选IP 367ms
104.17.192.32:2087#CF优选IP 164ms
104.17.203.114:8443#CF优选IP 269ms
104.17.205.229:2087#CF优选IP 392ms
104.17.216.238:2053#CF优选IP 221ms
104.17.220.105:443#US 官方优选 297ms
104.17.221.99:2053#CF优选IP 254ms
104.17.233.197:2096#CF优选IP 392ms
104.17.248.70:2096#CF优选IP 210ms
104.17.251.118:2083#CF优选IP 272ms
104.17.253.79:2087#CF优选IP 242ms
104.17.29.127:2096#CF优选IP 451ms
104.17.32.141:8443#CF优选IP 411ms
104.17.32.189:2083#CF优选IP 17ms
104.17.51.178:2053#CF优选IP 406ms
104.17.54.80:2087#CF优选IP 390ms
104.17.61.239:2096#CF优选IP 239ms
104.17.73.175:2083#CF优选IP 429ms
104.17.83.168:2053#CF优选IP 459ms
104.17.87.20:2083#CF优选IP 111ms
104.17.87.224:2087#CF优选IP 412ms
104.17.89.35:2053#CF优选IP 397ms
104.17.9.241:2053#CF优选IP 228ms
104.17.91.174:443#US 官方优选 232ms
104.18.10.41:2087#CF优选IP 396ms
104.18.100.81:2096#CF优选IP 300ms
104.18.102.68:2053#CF优选IP 372ms
104.18.11.10:8443#CF优选IP 384ms
104.18.120.89:2087#CF优选IP 213ms
104.18.127.165:2096#CF优选IP 265ms
104.18.130.73:8443#CF优选IP 456ms
104.18.132.47:2096#CF优选IP 342ms
104.18.151.52:443#US 官方优选 230ms
104.18.161.232:2096#CF优选IP 227ms
104.18.173.57:2096#CF优选IP 214ms
104.18.176.234:443#US 官方优选 255ms
104.18.182.118:8443#CF优选IP 179ms
104.18.185.9:8443#CF优选IP 222ms
104.18.192.174:2053#CF优选IP 254ms
104.18.20.130:2096#CF优选IP 410ms
104.18.21.46:2053#CF优选IP 370ms
104.18.213.254:443#US 官方优选 245ms
104.18.214.63:2083#CF优选IP 278ms
104.18.216.77:2087#CF优选IP 406ms
104.18.219.84:8443#CF优选IP 450ms
104.18.227.124:443#US 官方优选 252ms
104.18.227.65:8443#CF优选IP 467ms
104.18.231.77:2053#CF优选IP 175ms
104.18.233.222:2083#CF优选IP 195ms
104.18.235.134:2083#CF优选IP 422ms
104.18.238.144:2096#CF优选IP 380ms
104.18.240.194:2087#CF优选IP 356ms
104.18.247.116:8443#CF优选IP 263ms
104.18.26.43:2083#CF优选IP 383ms
104.18.32.120:443#US 官方优选 199ms
104.18.39.133:2087#CF优选IP 383ms
104.18.39.235:2083#CF优选IP 369ms
104.18.54.7:443#US 官方优选 217ms
104.18.7.79:8443#CF优选IP 378ms
104.18.72.168:2053#CF优选IP 383ms
104.18.72.83:2053#CF优选IP 351ms
104.18.94.10:2053#CF优选IP 444ms
104.18.94.118:8443#CF优选IP 221ms
104.19.105.34:2087#CF优选IP 381ms
104.19.111.153:8443#CF优选IP 362ms
104.19.115.28:8443#CF优选IP 383ms
104.19.120.42:2083#CF优选IP 387ms
104.19.144.201:2096#CF优选IP 398ms
104.19.144.207:2083#CF优选IP 449ms
104.19.144.87:2083#CF优选IP 211ms
104.19.152.216:8443#CF优选IP 389ms
104.19.164.245:2087#CF优选IP 424ms
104.19.164.27:2087#CF优选IP 236ms
104.19.172.130:2087#CF优选IP 201ms
104.19.176.73:2087#CF优选IP 243ms
104.19.18.120:2087#CF优选IP 392ms
104.19.192.224:8443#CF优选IP 394ms
104.19.192.84:2087#CF优选IP 386ms
104.19.194.116:8443#CF优选IP 374ms
104.19.203.12:2096#CF优选IP 362ms
104.19.217.71:2087#CF优选IP 367ms
104.19.233.186:2083#CF优选IP 377ms
104.19.243.219:2053#CF优选IP 408ms
104.19.245.80:2087#CF优选IP 259ms
104.19.25.147:2053#CF优选IP 373ms
104.19.255.9:2096#CF优选IP 104ms
104.19.29.180:443#US 官方优选 206ms
104.19.36.118:2087#CF优选IP 379ms
104.19.42.209:8443#CF优选IP 393ms
104.19.50.239:2053#CF优选IP 424ms
104.19.70.28:443#US 官方优选 202ms
104.19.76.128:2053#CF优选IP 355ms
104.19.76.227:2087#CF优选IP 371ms
104.19.77.63:2083#CF优选IP 387ms
104.19.78.21:2087#CF优选IP 400ms
104.19.85.60:2083#CF优选IP 384ms
104.20.10.117:2096#CF优选IP 398ms
104.20.12.155:2087#CF优选IP 381ms
104.20.39.227:2083#CF优选IP 388ms
104.20.48.198:2087#CF优选IP 386ms
104.20.55.21:2053#CF优选IP 395ms
104.21.194.106:443#US 官方优选 1943ms
104.21.227.239:2096#CF优选IP 451ms
104.24.11.76:8443#CF优选IP 385ms
104.24.128.247:8443#CF优选IP 387ms
104.24.129.48:2083#CF优选IP 389ms
104.24.13.193:2096#CF优选IP 369ms
104.24.130.251:2053#CF优选IP 364ms
104.24.133.109:8443#CF优选IP 368ms
104.24.134.212:2053#CF优选IP 384ms
104.24.137.152:8443#CF优选IP 387ms
104.24.137.202:2053#CF优选IP 371ms
104.24.138.179:2053#CF优选IP 373ms
104.24.143.142:2053#CF优选IP 391ms
104.24.149.232:8443#CF优选IP 377ms
104.24.152.222:2083#CF优选IP 386ms
104.24.161.241:2053#CF优选IP 418ms
104.24.166.41:2087#CF优选IP 394ms
104.24.169.105:8443#CF优选IP 378ms
104.24.169.250:2096#CF优选IP 410ms
104.24.173.22:2083#CF优选IP 390ms
104.24.174.195:2087#CF优选IP 373ms
104.24.175.253:2083#CF优选IP 385ms
104.24.176.80:2096#CF优选IP 420ms
104.24.180.150:2096#CF优选IP 380ms
104.24.180.97:2096#CF优选IP 382ms
104.24.181.97:8443#CF优选IP 399ms
104.24.184.70:2096#CF优选IP 382ms
104.24.189.213:2096#CF优选IP 414ms
104.24.19.100:2087#CF优选IP 385ms
104.24.191.44:2053#CF优选IP 384ms
104.24.193.62:2096#CF优选IP 376ms
104.24.195.28:2083#CF优选IP 380ms
104.24.198.198:8443#CF优选IP 368ms
104.24.198.56:8443#CF优选IP 383ms
104.24.20.123:2096#CF优选IP 373ms
104.24.206.80:2096#CF优选IP 390ms
104.24.207.139:8443#CF优选IP 382ms
104.24.211.49:2053#CF优选IP 379ms
104.24.215.183:8443#CF优选IP 386ms
104.24.22.163:2053#CF优选IP 387ms
104.24.221.243:2083#CF优选IP 394ms
104.24.226.13:2083#CF优选IP 383ms
104.24.23.109:8443#CF优选IP 382ms
104.24.235.148:2083#CF优选IP 377ms
104.24.237.115:2053#CF优选IP 374ms
104.24.239.77:8443#CF优选IP 372ms
104.24.241.116:2053#CF优选IP 378ms
104.24.241.92:2096#CF优选IP 400ms
104.24.246.74:2083#CF优选IP 377ms
104.24.25.9:2087#CF优选IP 378ms
104.24.254.80:2096#CF优选IP 385ms
104.24.28.225:2083#CF优选IP 398ms
104.24.29.20:2083#CF优选IP 374ms
104.24.29.175:8443#CF优选IP 387ms
104.24.31.26:2087#CF优选IP 395ms
104.24.33.65:2096#CF优选IP 381ms
104.24.36.45:2096#CF优选IP 408ms
104.24.37.151:2053#CF优选IP 368ms
104.24.37.186:2087#CF优选IP 422ms
104.24.37.26:2087#CF优选IP 367ms
104.24.40.184:2096#CF优选IP 365ms
104.24.41.204:2083#CF优选IP 376ms
104.24.43.232:2087#CF优选IP 380ms
104.24.45.112:8443#CF优选IP 393ms
104.24.5.135:2083#CF优选IP 379ms
104.24.51.229:2096#CF优选IP 387ms
104.24.53.111:2053#CF优选IP 402ms
104.24.53.231:2087#CF优选IP 365ms
104.24.55.19:2087#CF优选IP 388ms
104.24.62.137:8443#CF优选IP 383ms
104.24.65.211:2096#CF优选IP 396ms
104.24.67.246:8443#CF优选IP 394ms
104.24.68.128:2083#CF优选IP 410ms
104.24.68.37:2087#CF优选IP 413ms
104.24.68.67:2096#CF优选IP 387ms
104.24.69.63:8443#CF优选IP 396ms
104.24.73.111:2087#CF优选IP 388ms
104.24.75.37:2087#CF优选IP 388ms
104.24.82.152:2083#CF优选IP 389ms
104.24.82.20:2083#CF优选IP 380ms
104.24.88.94:2053#CF优选IP 401ms
104.24.9.95:2053#CF优选IP 384ms
104.25.120.242:2083#CF优选IP 397ms
104.25.122.45:8443#CF优选IP 393ms
104.25.125.85:8443#CF优选IP 391ms
104.25.126.96:2087#CF优选IP 383ms
104.25.127.231:2087#CF优选IP 385ms
104.25.129.71:2083#CF优选IP 396ms
104.25.13.159:2053#CF优选IP 386ms
104.25.132.235:2096#CF优选IP 402ms
104.25.14.218:2083#CF优选IP 364ms
104.25.141.174:2087#CF优选IP 385ms
104.25.142.52:2087#CF优选IP 407ms
104.25.144.32:2083#CF优选IP 387ms
104.25.144.33:2087#CF优选IP 381ms
104.25.147.58:2096#CF优选IP 362ms
104.25.149.40:2087#CF优选IP 392ms
104.25.150.245:2087#CF优选IP 366ms
104.25.150.27:2053#CF优选IP 221ms
104.25.155.156:2083#CF优选IP 436ms
104.25.158.177:2083#CF优选IP 372ms
104.25.16.226:8443#CF优选IP 390ms
104.25.164.0:2053#CF优选IP 384ms
104.25.165.42:2096#CF优選IP 371ms
104.25.174.161:2087#CF优选IP 383ms
104.25.178.64:2053#CF优选IP 378ms
104.25.18.169:2096#CF优选IP 393ms
104.25.183.139:2087#CF优选IP 384ms
104.25.185.117:8443#CF优选IP 386ms
104.25.187.244:443#US 官方优选 206ms
104.25.188.232:2096#CF优选IP 400ms
104.25.194.88:2053#CF优选IP 370ms
104.25.206.180:2053#CF优选IP 382ms
104.25.208.197:2096#CF优选IP 407ms
104.25.209.65:2096#CF优选IP 385ms
104.25.211.205:2087#CF优选IP 381ms
104.25.214.0:2053#CF优选IP 386ms
104.25.215.60:443#US 官方优选 206ms
104.25.218.96:2083#CF优选IP 380ms
104.25.219.0:2087#CF优选IP 366ms
104.25.220.198:2087#CF优选IP 392ms
104.25.220.66:2096#CF优选IP 421ms
104.25.227.72:2083#CF优选IP 400ms
104.25.230.39:2083#CF优选IP 377ms
104.25.231.60:2083#CF优选IP 376ms
104.25.234.150:2087#CF优选IP 410ms
104.25.235.13:2096#CF优选IP 394ms
104.25.237.126:2087#CF优选IP 382ms
104.25.237.213:2083#CF优选IP 389ms
104.25.238.40:2053#CF优选IP 391ms
104.25.239.175:2053#CF优选IP 369ms
104.25.242.127:2053#CF优选IP 375ms
104.25.250.174:2083#CF优选IP 388ms
104.25.26.174:2096#CF优选IP 378ms
104.25.3.208:2053#CF优选IP 396ms
104.25.3.66:443#US 官方优选 201ms
104.25.35.120:443#US 官方优选 220ms
104.25.40.89:2053#CF优选IP 383ms
104.25.41.224:2096#CF优选IP 435ms
104.25.44.7:2053#CF优选IP 393ms
104.25.47.211:8443#CF优选IP 407ms
104.25.50.212:8443#CF优选IP 386ms
104.25.51.194:2053#CF优选IP 393ms
104.25.55.64:2083#CF优选IP 380ms
104.25.59.103:8443#CF优选IP 378ms
104.25.62.18:2053#CF优选IP 367ms
104.25.63.15:2053#CF优选IP 378ms
104.25.66.214:8443#CF优选IP 399ms
104.25.67.36:2083#CF优选IP 376ms
104.25.68.146:443#US 官方优选 200ms
104.25.69.128:8443#CF优选IP 400ms
104.25.70.40:8443#CF优选IP 377ms
104.25.77.140:2087#CF优选IP 418ms
104.25.81.99:2053#CF优选IP 202ms
104.25.89.52:2053#CF优选IP 387ms
104.25.94.205:2083#CF优选IP 375ms
104.25.98.216:2053#CF优选IP 382ms
104.26.0.149:8443#CF优选IP 143ms
104.26.13.65:2087#CF优选IP 135ms
104.27.103.114:2053#CF优选IP 381ms
104.27.103.58:2087#CF优选IP 376ms
104.27.104.19:2087#CF优选IP 399ms
104.27.104.34:2096#CF优选IP 428ms
104.27.110.160:2096#CF优选IP 380ms
104.27.111.167:2087#CF优选IP 382ms
104.27.111.204:2053#CF优选IP 386ms
104.27.112.54:8443#CF优选IP 401ms
104.27.112.62:2053#CF优选IP 372ms
104.27.117.249:443#US 官方优选 201ms
104.27.119.160:2096#CF优选IP 385ms
104.27.124.144:2083#CF优选IP 388ms
104.27.17.84:2096#CF优选IP 417ms
104.27.2.136:8443#CF优选IP 381ms
104.27.206.176:443#US 官方优选 838ms
104.27.21.87:8443#CF优选IP 402ms
104.27.28.102:2096#CF优选IP 387ms
104.27.33.212:2096#CF优选IP 400ms
104.27.42.144:2096#CF优选IP 394ms
104.27.45.87:8443#CF优选IP 406ms
104.27.47.38:2096#CF优选IP 414ms
104.27.50.49:2096#CF优选IP 407ms
104.27.53.152:2053#CF优选IP 374ms
104.27.56.188:2083#CF优选IP 369ms
104.27.56.7:2083#CF优选IP 396ms
104.27.57.149:2083#CF优选IP 379ms
104.27.59.21:8443#CF优选IP 389ms
104.27.65.125:2087#CF优选IP 387ms
104.27.65.144:2083#CF优选IP 389ms
104.27.65.148:8443#CF优选IP 382ms
104.27.67.204:2083#CF优选IP 374ms
104.27.7.58:2053#CF优选IP 396ms
104.27.70.224:2083#CF优选IP 395ms
104.27.74.187:2053#CF优选IP 374ms
104.27.76.107:8443#CF优选IP 374ms
104.27.81.34:8443#CF优选IP 376ms
104.27.83.100:8443#CF优选IP 396ms
104.27.87.33:2087#CF优选IP 400ms
104.27.93.103:2096#CF优选IP 393ms
104.27.98.9:2083#CF优选IP 424ms
108.162.192.129:8443#CF优选IP 378ms
108.162.192.163:2053#CF优选IP 391ms
108.162.192.203:2083#CF优选IP 379ms
108.162.192.209:2083#CF优选IP 381ms
108.162.192.38:2087#CF优选IP 386ms
108.162.193.147:2053#CF优选IP 387ms
108.162.193.15:2053#CF优选IP 390ms
108.162.193.170:2083#CF优选IP 390ms
108.162.193.20:2083#CF优选IP 389ms
108.162.194.19:8443#CF优选IP 390ms
108.162.194.250:2087#CF优选IP 427ms
108.162.194.93:2087#CF优选IP 393ms
108.162.195.11:8443#CF优选IP 383ms
108.162.195.124:2096#CF优选IP 379ms
108.162.195.217:443#US 官方优选 208ms
108.162.195.76:2083#CF优选IP 386ms
108.162.195.88:2083#CF优选IP 401ms
108.162.196.1:8443#CF优选IP 386ms
108.162.196.110:2083#CF优选IP 366ms
108.162.196.115:8443#CF优选IP 385ms
108.162.196.201:2096#CF优选IP 376ms
108.162.196.252:2096#CF优选IP 379ms
108.162.196.4:443#US 官方优选 206ms
108.162.198.1:2096#CF优选IP 365ms
108.162.198.176:2053#CF优选IP 450ms
108.162.198.187:2083#CF优选IP 348ms
108.162.198.226:2087#CF优选IP 451ms
108.162.198.25:443#US 官方优选 256ms
108.162.198.56:2083#CF优选IP 437ms
108.162.198.57:2087#CF优选IP 369ms
108.162.198.68:2096#CF优选IP 419ms
108.162.199.149:8443#CF优选IP 463ms
108.162.199.156:443#US 官方优选 236ms
108.162.199.196:8443#CF优选IP 452ms
141.101.113.0:2087#CF优选IP 367ms
141.101.113.142:8443#CF优选IP 391ms
141.101.113.234:2087#CF优选IP 395ms
141.101.113.245:2083#CF优选IP 384ms
141.101.113.39:2096#CF优选IP 396ms
141.101.113.81:2083#CF优选IP 388ms
141.101.114.233:2096#CF优选IP 426ms
141.101.114.6:443#US 官方优选 211ms
141.101.115.104:8443#CF优选IP 394ms
141.101.115.163:2053#CF优选IP 376ms
141.101.115.196:8443#CF优选IP 455ms
141.101.115.206:443#US 官方优选 218ms
141.101.115.213:2096#CF优选IP 366ms
141.101.120.158:8443#CF优选IP 364ms
141.101.120.56:2087#CF优选IP 393ms
141.101.120.88:8443#CF优选IP 428ms
141.101.121.12:8443#CF优选IP 421ms
141.101.121.151:8443#CF优选IP 397ms
141.101.121.221:2083#CF优选IP 378ms
141.101.121.240:2087#CF优选IP 391ms
141.101.121.53:2053#CF优选IP 394ms
141.101.121.80:2087#CF优选IP 402ms
141.101.122.153:2087#CF优选IP 418ms
141.101.122.181:2083#CF优选IP 395ms
141.101.122.203:8443#CF优选IP 384ms
141.101.122.215:8443#CF优选IP 421ms
141.101.122.237:2096#CF优选IP 400ms
141.101.122.244:2083#CF优选IP 385ms
141.101.122.44:2053#CF优选IP 375ms
141.101.122.70:2087#CF优选IP 388ms
141.101.122.87:2096#CF优选IP 390ms
141.101.122.9:8443#CF优选IP 391ms
141.101.123.22:2096#CF优选IP 378ms
141.101.123.4:2087#CF优选IP 396ms
141.101.123.75:2083#CF优选IP 386ms
141.101.90.136:8443#CF优选IP 401ms
141.101.90.142:2087#CF优选IP 397ms
141.101.90.160:8443#CF优选IP 379ms
141.101.90.192:2087#CF优选IP 368ms
141.101.90.235:2087#CF优选IP 379ms
141.101.90.37:8443#CF优选IP 376ms
141.101.90.89:2096#CF优选IP 396ms
162.159.11.110:8443#CF优选IP 390ms
162.159.12.57:2087#CF优选IP 401ms
162.159.128.139:2096#CF优选IP 385ms
162.159.128.191:2053#CF优选IP 362ms
162.159.128.75:2053#CF优选IP 377ms
162.159.13.183:2083#CF优选IP 381ms
162.159.133.221:2083#CF优选IP 378ms
162.159.14.252:2096#CF优选IP 430ms
162.159.140.165:2096#CF优选IP 409ms
162.159.141.102:2053#CF优选IP 194ms
162.159.142.85:443#US 官方优选 203ms
162.159.142.94:2096#CF优选IP 361ms
162.159.16.139:8443#CF优选IP 380ms
162.159.16.170:2087#CF优选IP 352ms
162.159.16.54:8443#CF优选IP 380ms
162.159.17.102:2083#CF优选IP 399ms
162.159.17.128:2096#CF优选IP 360ms
162.159.19.67:2087#CF优选IP 369ms
162.159.196.184:2083#CF优选IP 397ms
162.159.196.26:2087#CF优选IP 386ms
162.159.196.81:2096#CF优选IP 359ms
162.159.196.83:2053#CF优选IP 388ms
162.159.20.178:2083#CF优选IP 387ms
162.159.201.149:8443#CF优选IP 392ms
162.159.201.52:8443#CF优选IP 370ms
162.159.202.113:8443#CF优选IP 390ms
162.159.212.193:2096#CF优选IP 457ms
162.159.213.174:2053#CF优选IP 464ms
162.159.22.155:2053#CF优选IP 383ms
162.159.22.246:2083#CF优选IP 365ms
162.159.236.121:2053#CF优选IP 389ms
162.159.236.168:2083#CF优选IP 359ms
162.159.237.193:443#US 官方优选 207ms
162.159.237.28:8443#CF优选IP 419ms
162.159.237.39:2083#CF优选IP 398ms
162.159.24.170:8443#CF优选IP 390ms
162.159.240.133:2083#CF优选IP 369ms
162.159.25.217:443#US 官方优选 200ms
162.159.250.226:2053#CF优选IP 353ms
162.159.253.92:2096#CF优选IP 400ms
162.159.26.183:2053#CF优选IP 389ms
162.159.27.92:2053#CF优选IP 379ms
162.159.32.238:443#US 官方优选 203ms
162.159.33.145:2087#CF优选IP 386ms
162.159.35.12:443#US 官方优选 409ms
162.159.35.140:2083#CF优选IP 382ms
162.159.36.32:2087#CF优选IP 384ms
162.159.38.142:2053#CF优选IP 390ms
162.159.38.3:2053#CF优选IP 378ms
162.159.38.76:2053#CF优选IP 394ms
162.159.40.191:2096#CF优选IP 359ms
162.159.42.102:2053#CF优选IP 396ms
162.159.46.222:2087#CF优选IP 366ms
162.159.48.11:8443#CF优选IP 360ms
162.159.48.145:8443#CF优选IP 389ms
162.159.48.54:8443#CF优选IP 379ms
162.159.49.85:8443#CF优选IP 364ms
162.159.5.77:2096#CF优选IP 393ms
162.159.50.44:2087#CF优选IP 419ms
162.159.51.142:2087#CF优选IP 390ms
162.159.51.209:2096#CF优选IP 392ms
162.159.58.252:2096#CF优选IP 398ms
162.159.6.41:443#US 官方优选 202ms
162.159.61.121:2083#CF优选IP 367ms
162.159.8.159:443#US 官方优选 198ms
162.159.9.146:2083#CF优选IP 382ms
172.64.146.124:443#US 官方优选 202ms
172.64.154.225:2087#CF优选IP 374ms
172.64.228.60:2053#CF优选IP 448ms
172.64.231.114:2053#CF优选IP 369ms
172.64.35.37:443#US 官方优选 188ms
172.64.37.140:2096#CF优选IP 415ms
172.64.37.175:2053#CF优选IP 373ms
172.64.38.47:2096#CF优选IP 387ms
172.64.50.114:2087#CF优选IP 383ms
172.64.53.213:2096#CF优选IP 392ms
172.64.80.172:2087#CF优选IP 360ms
172.64.85.98:2053#CF优选IP 392ms
172.64.88.85:2087#CF优选IP 416ms
172.64.90.40:2053#CF优选IP 389ms
172.65.110.153:2096#CF优选IP 357ms
172.65.113.73:2053#CF优选IP 377ms
172.65.116.194:2083#CF优选IP 388ms
172.65.116.218:2087#CF优选IP 388ms
172.65.117.29:8443#CF优选IP 370ms
172.65.120.126:2083#CF优选IP 379ms
172.65.149.57:2096#CF优选IP 377ms
172.65.158.123:8443#CF优选IP 383ms
172.65.176.71:2053#CF优选IP 364ms
172.65.179.71:2096#CF优选IP 403ms
172.65.193.183:2087#CF优选IP 388ms
172.65.205.26:2087#CF优选IP 357ms
172.65.239.27:2053#CF优选IP 147ms
172.65.64.237:8443#CF优选IP 380ms
172.65.67.173:8443#CF优选IP 392ms
172.65.74.170:2087#CF优选IP 361ms
172.65.84.67:2083#CF优选IP 379ms
172.65.91.60:2083#CF优选IP 396ms
172.65.99.16:2053#CF优选IP 379ms
172.66.129.103:8443#CF优选IP 193ms
172.66.135.228:2083#CF优选IP 193ms
172.66.141.195:2087#CF优选IP 385ms
172.66.159.111:2096#CF优选IP 416ms
172.66.159.181:2087#CF优选IP 391ms
172.66.160.8:2087#CF优选IP 385ms
172.66.161.51:2096#CF优选IP 391ms
172.66.169.86:2096#CF优选IP 394ms
172.66.171.109:2087#CF优选IP 388ms
172.66.174.105:2083#CF优选IP 385ms
172.66.197.77:8443#CF优选IP 379ms
172.66.202.62:2053#CF优选IP 392ms
172.66.202.86:2096#CF优选IP 401ms
172.66.206.246:2087#CF优选IP 374ms
172.66.207.203:2087#CF优选IP 378ms
172.66.46.139:2083#CF优选IP 394ms
172.67.119.160:2096#CF优选IP 386ms
172.67.120.216:8443#CF优选IP 396ms
172.67.144.159:443#US 官方优选 644ms
172.67.204.222:443#US 官方优选 725ms
172.67.207.250:443#US 官方优选 451ms
172.67.245.33:443#US 官方优选 625ms
172.67.70.137:2087#CF优选IP 133ms
172.67.77.229:2083#CF优选IP 154ms
172.67.79.153:2096#CF优选IP 216ms
172.67.90.96:8443#CF优选IP 385ms
173.245.49.102:8443#CF优选IP 389ms
173.245.49.108:2053#CF优选IP 383ms
173.245.49.110:443#US 官方优选 184ms
173.245.49.113:2096#CF优选IP 395ms
173.245.49.162:2096#CF优选IP 396ms
173.245.49.187:2053#CF优选IP 427ms
173.245.49.19:2096#CF优选IP 388ms
